46.0  365.0
46.4  357.8
46.7  351.1
47.3  343.5
47.6  336.1
48.1  328.5
48.5  321.5
48.9  314.7
49.5  306.5
49.9  298.4
50.3  290.9
50.7  284.6
51.1  277.8
51.6  269.8
52.0  262.9
52.4  255.9
52.9  248.3
53.4  240.6
54.1  233.1
54.5  226.6
55.2  219.0
55.9  210.8
56.8  203.4
57.6  196.2
58.5  188.0
59.4  180.1
60.1  173.3
60.9  166.4
61.8  159.7
62.7  152.5
63.6  145.5
64.4  138.5
65.4  132.1
66.6  125.7
67.8  119.0
69.1  114.0
70.5  109.0
71.8  104.4
73.1  100.8
74.5  97.4
75.8  94.0
77.2  90.9
78.5  87.6
79.8  84.5
81.2  81.7
82.5  79.2
83.9  76.5
85.2  73.8
86.5  71.2
87.9  68.7
89.2  65.9
90.6  63.3
91.9  60.8
93.2  58.2
94.6  55.6
95.9  53.1
97.0  51.0
